url,Tweet content,Language code (e.g. 'id' for Indonesian),Number of likes,Number of retweets,Number of replies,Number of quote tweets,Timestamp of the tweet,Unique tweet ID,Unique user ID,Twitter handle,Display name,User bio,Time Extracted
https://x.com/tarromilk31/status/1962329306090406359,"Teman temaaan aku Open Joki yaaaa

💻 Pemrograman &amp; Web Development
• HTML, CSS, JavaScript
• PHP Native &amp; Laravel
• Bootstrap, Tailwind, Chart.js, CI 3

🐍 Python
• Machine Learning
📱 Mobile Development
• Java Android Studio
☕ Java &amp; NetBeans
📝 SKRIPSI / LAPORAN / JURNAL",in,0,0,0,0,Wed Jun 21 21:34:29 +0000 2023,1.96233E+18,1.67163E+18,tarromilk31,TarroAddict,,2025:09:05 17:39:57
https://x.com/adyoi/status/1962978548337254686,"javascript yang disisipkan pada form field atau http-method yang akan disimpan kedalam database di webserver, jika website rentan maka javascript akan berjalan ketika halaman di load.",in,0,0,0,0,Sat Nov 30 11:42:29 +0000 2013,1.96298E+18,2222962850,adyoi,adyoi,Jadilah seperti Gunung yang menyeimbangkan Daratan dan Lautan.,2025:09:05 17:39:57
https://x.com/Rianmemeks/status/1963139391360209178,"Gm orang-orang cantik 
Memilih AI yang tepat tidaklah mudah — semuanya tampak sama di permukaan.
Namun kini ada Recall Rank 
Peringkat ini menilai agen AI berdasarkan keterampilan nyata seperti JavaScript, perdagangan kripto, menulis, dan banyak lagi.

@recallnet",in,1,0,0,0,Wed Nov 22 11:19:16 +0000 2023,1.20163E+18,1.72729E+18,Rianmemeks,Rian memeks,maaff,2025:09:05 17:39:57
https://x.com/adyoi/status/1962979595613069603,"javascript yang disisipkan pada form field atau url browser yang memanipulasi html dom, jika website rentan maka javascript akan berjalan ketika halaman di process atau diload.",in,0,0,0,0,Sat Nov 30 11:42:29 +0000 2013,1.96298E+18,2222962850,adyoi,adyoi,Jadilah seperti Gunung yang menyeimbangkan Daratan dan Lautan.,2025:09:05 17:39:57
https://x.com/ATMOSPEARL/status/1963527058719695010,AJG G G G gue kira jamovi udh paling advanced TRS SKRG GUE BELAJAR IFLS tapi pake r studio SIALL gak sekalian aje itu kasih software yg javascript jg I RAGED SMPH gue psy bukan compsci pls,in,0,0,1,0,Sat Jun 15 16:54:36 +0000 2019,1.96353E+18,1.13994E+18,ATMOSPEARL,% DIR4 ! ☆,it’s either pure perfection or pure chaos with them ✧･ﾟ:🪩🎧📀🎵 *✧･ﾟ,2025:09:05 17:39:57
https://x.com/ezash/status/1963452489585369525,"Dear temen2 tech indo, company mana ya yg masih pada pake Javascript? Terlebih backendnya pake Node.JS?

Mau nanya dong, appreciate kalo ada yg jawab buat riset pribadi gue hehe ☺️",in,143,14,23,2,Fri Jan 15 08:53:08 +0000 2010,1.96345E+18,105080250,ezash,Eza Hazami - ハザミ。エザ,"🎮 HR by day, gamer by night
👾 Lagi main MH Wilds/Marvel Rivals/Sonic Racing/Persona
🕹️ Ambassador of @sega.seasia
📩 ezahazami@gmail.com",2025:09:05 17:39:57
https://x.com/jokiitwell/status/1963466082687356944,"🚀 Yuk yang butuh bantuan IT, coding atau lainnya bisa bgt lgsg wa🫶

✅ Figma | Front-End | Back-End | Laravel | Streamlit
✅ Python | Java | SQL | Database | Machine Learning
✅ Dashboard, Excel, PPT, dan lainnya

📌 Pengerjaan satset
💌 Bisa wa di bio yaa
#zonauang #jokitugas",in,0,0,0,0,Mon Mar 04 13:57:42 +0000 2024,1.96347E+18,1.76465E+18,jokiitwell,"OPEN JOKI IT - Website, Coding, Data, Excel, dll","Melayani joki bidang IT coding, layanan dan testimoni kami dapat dilihat pada pinned post yaa. Silahkan WA untuk info lebih lanjut😊🙌 💸 Payment by QRIS 💸",2025:09:05 17:39:57
https://x.com/mellavieart/status/1963464754758127694,"halo semuaa aku open jasa joki tugas seputar IT yaa🤩
⟢ UI/UX Figma, Wireframe, Prototype, High Fidelity, Low Fidelity
⟢ Pembuatan Website, Aplikasi
⟢ Coding PHP, HTML, CSS, SQL, Laravel, Kotlin (Android Studio)
⟢ Activity Diagram, Use Case, UML
#zonauang️️ #jokitugas",in,0,0,0,0,Wed Jan 13 04:46:22 +0000 2016,1.96346E+18,4790897423,mellavieart,⋆ ˚ Jasa Joki UI/UX | Wireframe Figma Prototype,"open tiap hari ya guyss, sung wa🌷🧚🏻‍♀️ • testi cek 📌pinned or media yaa!",2025:09:05 17:39:57
https://x.com/effichrono100/status/1963489782236934534,Testimoni Jasa Joki Seputar IT Aku Up Disini🙌,in,1,1,53,1,Mon Aug 03 14:40:20 +0000 2020,1.78885E+18,1.2903E+18,effichrono100,EffiChrono,"Efisiensi Waktu, Solusi IT Terbaik. 📚💻",2025:09:05 17:39:57
https://x.com/ikhwanuddin/status/1856236112550711739,"Kalo baca ""serius"" mesti ngeprint dulu ini apakah problem generasi... 🥴🥲 https://t.co/ZpfCLBIIT6",in,10,1,0,0,Mon Oct 21 01:38:51 +0000 2013,1.856E+18,73845163,ikhwanuddin,ikhwānuddīn,,2025:09:05 17:39:57
https://x.com/didepancangkir/status/1923605035713446080,"Plan Landing hari ini tapi bakal di blast di channel dulu. Speknya cuma sederhana aja tapi kalo mau dijadiin teman begadang atau workhorse menjemput rezeki kayaknya mah ayook aja. Barunya 37-38jutaan itu juga yg ram 16gb, kalo ini yah alakardar nya aja😌.

ThinkPad P15 Gen 1 https://t.co/ftMCTNxGof",in,22,0,11,2,Tue Sep 20 17:51:11 +0000 2011,1.92251E+18,376902166,didepancangkir,sedang ,Mikul Dhuwur Mendem Jeru  | Stay Hungry Stay Foolish | @MasMasBiassaa | Holy Book and Price unit DComp handle by @rhealitic  by wa | CTO (Custom To Order) |,2025:09:05 17:39:57
https://x.com/depocrypto_/status/1934447120402268187,"Dunia game crypto terus berubah. Setiap minggu ada saja kabar baru—mulai dari peluncuran game besar, eksperimen unik, naik-turunnya harga token, hingga proyek yang tiba-tiba tutup. Sulit untuk terus mengikuti.

https://t.co/LujAGWSc1P

@AidilAKBAR",in,0,0,0,0,Sat Nov 11 01:26:11 +0000 2023,49536214,1.72315E+18,depocrypto_,Depo Crypto,,2025:09:05 17:39:57
https://x.com/KatfeePanda/status/1936441088736448679,"ngepost proyek TA yang sudah kubuat selama 3 bulan ke belakang

bikin (konsep) mobile game.

Q: ""ini bisa dimainin kak?""
A: ngga, ini cuma buat proyek TAku, jadi cuman sampe teaser/preview trailer aja :'))
#originalcharacters #artidn #ArtistOnX https://t.co/P2AnoMnnl1",in,10,7,1,0,Mon May 21 10:34:42 +0000 2018,1.93642E+18,9.98512E+17,KatfeePanda,COMMS OPEN!📌| Katfee🐦‍⬛,"⚠️NO REPOST W/O PERMISSION/CREDIT! ||
❌NOT FOR AI-GENERATE USE!
Multifandom
ID/EN  || INTL COMMS ➡️ https://t.co/7jIsKbLUPf
#katfeeOCs",2025:09:05 17:39:57
https://x.com/imhafazzam/status/1950921988236877988,"@Ethereum_OS 1. Apa itu @Ethereum_OS?
Akun ini mempromosikan proyek bernama Ethereum Operating System (EthOS), diklaim sebagai sistem operasi ponsel yang dibangun sepenuhnya untuk ekosistem Ethereum dan Web3 native mobile .",in,0,0,0,0,Sat Mar 12 04:20:19 +0000 2011,1.90019E+18,264590067,imhafazzam,Fahmi A Azzam,"Layer-1 & DeFi enthusiast. DYOR bareng. Kadang dapet airdrop, kadang dapet rug.",2025:09:05 17:39:57
https://x.com/hotgamer132/status/1960241035944300983,@elisa_jkt Manfaat? Pasti ada. Tmn yg emg domisilinya bandung bisa mobile dgn enak. Dan dia emg privilege. Tp ini berapa banyak? Dan at what cost? Kalo ternyata bikin defisit ya ngapain dibuat. Makanya bodoh bgt bikin proyek tapi feasibility study nya minim/ busuk,in,44,0,3,0,Tue Apr 27 11:49:13 +0000 2021,44556194,1.38701E+18,hotgamer132,hotgamer132🇵🇸,,2025:09:05 17:39:57
https://x.com/petrabarus/status/1928048699407749134,"Udah lama gak ngisi kuliah tamu di Informatika ITB. 

Kemaren ngisi topik Cloud-Native Software Engineering ke mahasiswa tahun 3 &amp; 4. Lumayan kyknya ada 70-80 org yg hadir.

Seneng ngeliat antusiasme temen2 mahasiswa mau belajar yg lg jadi tren di industri skrg. https://t.co/nCujRIEfH3",in,160,7,0,3,Sat Dec 27 01:12:02 +0000 2008,1.92805E+18,18399213,petrabarus,Petra Novandi,A tech guy! PADI Master Scuba Diver 🤿 Opinions are my own.,2025:09:05 17:39:57
https://x.com/MunirRinal3423/status/1912850931143889190,"Sambil nunggu shuttle dari Nangor ke Ganesha, ngobrol2 dulu dgn 5  mhs Informatika (IF) 2024 STEI-K ITB: Zaki asal Yogyakarta, Aufar asal Bekasi, Atila dari Jambi, Jason dari Medan, &amp; Emilio dari Pekanbaru. Semuanya bahagia kuliah di IF ITB. Memang kuliah di ITB itu menyenangkan https://t.co/Gs9A9nQLmB",in,393,11,13,27,Tue Jun 04 23:10:55 +0000 2024,1.91285E+18,1.79813E+18,MunirRinal3423,RinAldi,Dosen STEI-K  ITB,2025:09:05 17:39:57
https://x.com/MunirRinal3423/status/1939146147169476707,"Dikiranya kuliah di Informatika itu cuma belajar koding  saja &amp; bisa dipelajari sendiri? Belum tahu rasanya belajar automata, mesin turing, time complexity, compiler design, desain low level OS, paralel computing, dll, pasti pusing sendiri deh. Nggak bisa dipelajari sendiri lagi. https://t.co/0RiV69aPi2",in,297,57,4,12,Tue Jun 04 23:10:55 +0000 2024,1.93915E+18,1.79813E+18,MunirRinal3423,RinAldi,Dosen STEI-K  ITB,2025:09:05 17:39:57
https://x.com/ridhofebriansa/status/1710838672701186475,"belajar bahasa pemrograman baru versi pribadi,
- cari tau bahasa ini secara umum dipakai untuk apa (backend/frontend web/mobile/dx tooling) buat set ekspetasi pribadi
- cek dokumentasi, apa2 aja yg perlu dipelajari
- cek orang yg terkenal di bahasa pemrograman tsb
- build sesuatu https://t.co/4npR9KPlE3",in,24,1,4,1,Sat Sep 08 10:41:08 +0000 2012,1.71084E+18,810671371,ridhofebriansa,Ridho Febriansa,a software engineer and any form of art enthusiast | tweets are on my own | building @bantufinansial | contact: ridho@fbrns.co,2025:09:05 17:39:57
https://x.com/UJunami/status/1809495369686085909,"7 aplikasi utk mempermudah jalan hidup:

• duolingo : belajar b. inggris
• ztranslate : penerjemah video
• wink : ubah video jadi HD
• remini : bikin jernih foto
• quillbot : grammar &amp; parafrase
• ipusnas : baca buku gratis
• canva: desain &amp; presentasi

mana apk favoritmu?",in,37849,7801,216,102,Wed Apr 24 09:06:18 +0000 2013,1.8095E+18,1376555310,UJunami,usman junami,"Subscribe ChatGPT Pro, Claude, Perplexity, etc in All in One Website Al: Al Belajarlagi, only 99K/month ⬇️ use voucher code: UJUNAMI to get discount 5%",2025:09:05 17:39:57
https://x.com/rizafahmi22/status/1472763191012724740,"Betapa mengerikannya #chromeOS ini buat web developer. Bayangkan kita bisa mencoba dan menjalankan aplikasi web di berbagai pilihan browser. Mulai dari chrome, ff, opera, edge hingga browser mobile seperti chrome mobile, opera mini, UC Browser atau browser android lainnya 🤘 https://t.co/1jD9wVLVus",in,273,30,10,6,Thu Apr 28 03:20:23 +0000 2011,1.47276E+18,289148476,rizafahmi22,youtube.com/rizafahmi,"🦊 @hacktiv8id, 🎙️ #ngobrolinweb, 🎥 https://t.co/p3mcwHcbAi, 🕸️ @GoogleDevExpert.",2025:09:05 17:39:57
https://x.com/azamuddin91/status/1699023473153302736,"Kalau ada yg nanya bahasa pemrograman apa yg harus dipelajari, saya gak langsung jawab dengan bahasa favorit saya.

Tapi saya tanya dulu area apa yang ingin mereka fokuskan, misalnya:

Web: Javascript
Backend: Javascript
Mobile: Javascript
Games: Javascript
AI: Javascript",in,614,107,46,26,Mon Oct 24 02:34:01 +0000 2011,1.69902E+18,396991843,azamuddin91,Muhammad Azamuddin,Software Engineer. Remote Worker. Writer. Creator @mindfuldayapp,2025:09:05 17:39:57
https://x.com/kakhandika/status/1703712718518190091,"[SHARING] 💡
Buat temen-temen yg pengen belajar mobile dev seperti android, ios, flutter ini ada resource komplet banget. 

Konten yg disajikan juga beragam:
- Artikel
- Video
- E-Book

Ada yg versi gratis dan ada juga yg berbayar
https://t.co/p7dL9uAc3B https://t.co/xekMe1n1oW",in,815,202,11,7,Sat Sep 11 02:07:12 +0000 2021,1.70356E+18,1.43651E+18,kakhandika,Handika,Mobile Developer,2025:09:05 17:39:57
https://x.com/MethodologistID/status/1106376599547449344,"Aplikasi-Aplikasi Mind Mapping &amp; Thinking Designing di Playstore

Memetakan pemikiran merupakan aktivitas yg penting untuk membuat pemikiran kita terurai dan terorganisasikan secara sistematis dan terstruktur dgn baik dan rapi  sesuai dgn urut-urutannya.

Berikut aplikasi2-nya: https://t.co/UdLcG9IiZB",in,1705,430,6,22,Tue Aug 13 03:21:56 +0000 2013,1.10638E+18,1666679671,MethodologistID,Hafizhurrahman 🏗️,"Ingénieur Civil, Workflow Model Framer, Plot Structure Diagram Organizer, Systematical and Methodological Framework Designer, and a Self-Directed Reasoner.",2025:09:05 17:39:57
https://x.com/lynxluna/status/1845392640038273203,"minimal minimal minimal banget tuh lu harus bisa baca kodingan dehh.

sering-sering latihan baca kode orang, gw kalo belajar litkod juga kalo buntu pasti liat kode orang, pelajari, pahami alurnya, dan coba lagi

kalo ga bisa baca kodingan, mau lanjutin tuh project juga yaa susah",in,129,15,0,2,Thu Aug 27 03:59:35 +0000 2009,1.84534E+18,2704151514,lynxluna,Clair 光,Author of Relay - an Ultimate HTTP & Rest Tester. Definitely a cURL wrapper #RealNativeApp Released soon. #PakeRelay,2025:09:05 17:39:57
https://x.com/dwinawan_/status/1559020355834216448,"Buat yg mau belajar UI Design dari awal banget bisa kesini https://t.co/S3BytuBTic

- Enggak harus pake laptop Mac
- Enggak harus punya background design
- Enggak perlu instal aplikasi, praktek nya pake Figma (Web based)
- Bisa langsung mulai baca &amp; praktek

Semoga bermanfaat 🙏",in,4401,1002,47,30,Tue Jun 04 04:31:53 +0000 2019,1.13577E+18,1.13577E+18,dwinawan_,Dwinawan,"✣ Design Exploration https://t.co/qK4Rd1Uzmp 
✣ Case Study https://t.co/BCQvrfXYKc
✣ Building Gundam https://t.co/ofWo9BbfPF
✣ Diecast Collection https://t.co/hq8qe3E6Cc",2025:09:05 17:39:57
https://x.com/gadingnstn/status/1831525735854698906,"gw kalo ngoding Backend ini full AI banget, dan bisa solve sampe buat 2 PR tanpa ngoding sama sekali wkwkwk. 

asal:
&gt; bisa ngasih pattern/contoh codenya
&gt; bisa jabarin algoritma/flow yg kita mau.

padahal tbh sih, gw masih masih awam bet sama Golang, tp bisa solve task Golang. https://t.co/2vnLHRFiRR",in,350,24,12,7,Fri Nov 02 12:19:17 +0000 2018,1.83152E+18,1.05833E+18,gadingnstn,Gading ᵍⁿ,Building @nouverse_tech | Software Engineer | AI | Web3 | I never launched any token or cryptocurrency. Beware of scams using my name.,2025:09:05 17:39:57
https://x.com/perogeremmer/status/1427611078028972044,"Sedang menulis short introduction to HTML, CSS, Javascript untuk pemula, jadi belajar singkat HTML CSS Javascript namun dengan bahasa yang ringan dan mudah dimengerti ^^ 

Cocok buat maba dan yang baru nyoba HTML. https://t.co/kdDLuDgvYL",in,112,12,5,2,Thu Jun 29 14:07:44 +0000 2017,1.42684E+18,8.80428E+17,perogeremmer,Hudya,"Coder by day, calisthenics by night 🌙
Breaking toxic masculine stereotypes because men's healing is valid, let's break the cycle with me 👋",2025:09:05 17:39:57
https://x.com/mrlogix/status/1845012920511627370,"Mari ikuti professional training program bersama Pusat Ilmu Komputer (Pusilkom) UI yang diajar oleh saya dan dosen-dosen top dari Fakultas Ilmu Komputer UI! ⭐⭐⭐⭐⭐

Selain program training seperti terlampir, juga terdapat banyak program lainnya, serta custom program (in-house https://t.co/ZKk1Cqchx7",in,597,131,9,1,Thu Dec 01 22:44:10 +0000 2011,1.84501E+18,426171455,mrlogix,Fariz Darari,"AI/KG Researcher + Lecturer @ Fasilkom UI, Training Manager @ Pusilkom UI, CoDirector @ Tokopedia-UI AI Center of Excellence",2025:09:05 17:39:57
https://x.com/briandito/status/1273846577472212993,"Eksplorasi enggak harus bikin design web full 1 halaman ataupun bikin design app komplit 1 flow.

Eksplorasi bisa berupa utak atik layout sederhana. 

Simple tapi sering dilakukan, dalam beberapa bulan pasti kamu jadi jago bikin layout. https://t.co/RhMZyKVPt0",in,254,51,3,5,Sun Sep 27 12:56:00 +0000 2009,1.27143E+18,1.13577E+18,briandito,Brian 🇵🇸,Artist. Writer. Designer. Drawing feelings at @thetinywisdom.,2025:09:05 17:39:57
