url,Tweet content,Language code (e.g. 'id' for Indonesian),Number of likes,Number of retweets,Number of replies,Number of quote tweets,Timestamp of the tweet,Unique tweet ID,Unique user ID,Twitter handle,Display name,User bio,Time Extracted,Preprocessed Texts
https://x.com/zuhriyansauqi/status/1960247506811359343,"@sbyfess Javascript dulu aja nder. Ini bisa buat belajar kemana-mana, frontend, backend, mobile. Channel https://t.co/mtmJKIoMWC isinya daging semua sih, tapi kalo nyari yang bahasa indo juga banyak di YouTube. Dan kalo bingung bisa manfaatin ChatGPT, atau Claude ai nder.",in,0,0,0,0,Wed Jan 06 01:58:03 +0000 2010,1.15244e+18,102237192.0,zuhriyansauqi,Ryan,A senior software engineer who runs on coffee. All about pushing tech to the max while sipping on the perfect brew. Code and caffeine? It's my life.,2025:09:05 17:39:57,javascript nder ajar kemanamana frontend backend mobile channel isi daging sih cari bahasa indonesia youtube bingung manfaat chatgpt claude ai nder
https://x.com/BagasN7/status/1960514294581485638,"Ini maksudnya kalo mau jadi dev kan?
• Fundamental Algoritma Pemrograman 
• Fundamental bahasa yg mau dipakai (beda-beda sesuai mau incar role apa)
• Coding pakai AI
• Cloud dan infrastruktur nya (entah AWS, GCP, Azure ataupun cloud lainnya)
• Struktur Data https://t.co/3txMCoOSbo",in,47,10,0,1,Sun Oct 10 02:32:23 +0000 2010,1.96025e+18,200727478.0,BagasN7,Bagas Naufal Insani,Remote 🇺🇸 software developer who likes to: share my experience 💼  | be cat bros 🐈 | play video games 🎮 | read tech news 💻 | support AC Milan 🔴⚫️,2025:09:05 17:39:57,maksud dev fundamental algoritma program fundamental bahasa pakai bedabeda sesuai incar role coding pakai ai cloud infrastruktur nya aws gcp azure cloud struktur data
https://x.com/DeeGeeDow/status/1960908329036980700,did u guys know in 2023 aoki hina hinapiyo of mygo and siegfeld junior high fame sang umapyoi densetsu on tiktok live and said she wanted to be in umamusume. i'm posting this to manifest it happening for real soon https://t.co/wsqTFqeNXg,en,2022,353,4,25,Sat Jan 11 13:23:00 +0000 2014,1.96075e+18,1.50193e+18,DeeGeeDow,Queen of Chupakabura,"currently into some animes, bandori, maimai, uma musume",2025:09:05 17:39:57,did guys know aoki hina hinapiyo of mygo and siegfeld junior high fame sang umapyoi densetsu on tiktok live and said she wanted be umamusume i m posting this manifest for real soon
https://x.com/txtdarinavy/status/1962710376698781753,"Kalo cuma handle mobile masih bisa aku maklumi, tapi skrg lagi diminta handle frontend web jg dan kadang kalo lagi butuh api tapi tim be nya overload jg diminta bantu biar api yg dibutuhkan cepat kelar... segini banyak cuma 8 jt jujur kureng, bukannya gak bersyukur 😔🙏",in,0,0,0,0,Sun Jun 30 23:33:54 +0000 2019,1.96271e+18,1.14548e+18,txtdarinavy,✨️Navy✨,"Mostly talked about #RocketPunch #로켓펀치, but I also love #IU #Twice #Aespa and anime! Random acc, bear with it or unfollow!",2025:09:05 17:39:57,handle mobile maklum handle frontend web kadang butuh api tim be nya overload bantu biar api butuh cepat selesai gin juta jujur reng syukur
https://x.com/fujimoto2001/status/1963765139196277084,"Untuk role sy skrg. Sy udh pindah ke Backend Software Engineer. Karna kurang menantang di frontend.

Skrg udh 4 thn kerja di kantor yg sama sebagai Backend",in,1,0,0,0,Tue Dec 17 16:49:03 +0000 2024,1.96377e+18,1.86906e+18,fujimoto2001,Jefferson | 藤本(Fujimoto),"Coding since 13y/o, 24y/o, Half 🇯🇵🇰🇷・Sr. Software Engineer(Backend)・Polygot😬・BSc (CompScience)・MSc (Engineering Physics & EE)・Certified JLPT N1 & TOPIK 5",2025:09:05 17:39:57,role pindah backend software engineer tantang frontend kerja kantor backend
https://x.com/GoldfishUnc/status/1963606309997343152,"@BilliBear3 @SimpletonED Ada. Mesti pakai Bahasa Melayu.

Tak boleh pakai bahasa asing macam C#, C++, JAVA, entah apa ular sawah...semua tak boleh.",in,17,0,2,0,Fri Dec 28 04:08:02 +0000 2018,1.25981e+18,1.0785e+18,GoldfishUnc,Goldfish,"The dildo of consequences rarely arrives lubed.
Prihatin Rakyat: Darurat Memerangi Covid-19

Jumping ship: https://t.co/td6oacnbdw",2025:09:05 17:39:57,mesti pakai bahasa melayu pakai bahasa asing sih c java ular sawah
https://x.com/vkfstoraus/status/1963661968231092693,"hallo gaiis, aku mau wts tiket 
- The Conjuring : Last Rites (IMAX 2D), 
- seat E15:14
- additional order : popcorn, java tea

seat udh inceran bgt, cemilannya udh fav bgt, yuk gais dibeli, alesan di wts soalnya salah tgl beli dan di tgl segitu harus udh keluar kota🥲, minat dm y https://t.co/NB1OSen1T4",in,0,0,1,0,Sun Oct 24 06:45:58 +0000 2021,1.96366e+18,1.45216e+18,vkfstoraus,ha🌛,useless huh?,2025:09:05 17:39:57,halo guys wts tiket the conjuring last rites imax seat e additional order popcorn java tea seat inceran banget camil favorit banget yuk gais beli alas wts salah tanggal beli tanggal kota minat direct message iya
https://x.com/pollyseaw/status/1963775608602902812,"🤖 stuck sama coding yang bikin pusing? aku bisa jadi solusi 

t. berbagai tugas seperti pengembangan website, aplikasi, database (MySQL, Oracle, MongoDB), pemodelan AI/ML, desain Figma, pemrograman Python, Java, C++, hingga machine learning. dijamin lebih gampang dan jelas 10",in,0,0,0,0,Sun Jan 10 09:18:07 +0000 2016,1.96378e+18,4737577334.0,pollyseaw,𝒿𝑒𝒽𝒶 ᥫ᭡ joki essay desain poster infografis,"holla-! proof? testi? silahkan kunjungi ✈︎ @thisjualjasa ꩜ .ᐟ 
📩 🐾",2025:09:05 17:39:57,stuck coding bikin pusing solusi t tugas kembang website aplikasi database mysql oracle mongodb model aiml desain figma program python java c machine learning jamin gampang
https://x.com/txtnurcahyo/status/1943946557700943987,"Bikin animasi gak perlu install software banyak2. Cukup AI kaya chatgpt/DeepSeek sama html/javascript editor kaya ACode.

Promptnya seperti:
can you generate one page javascript for simple 3d animation like earth rotation?

Copy codenya ke ACode, jalanin hasilnya seperti ini: https://t.co/9lS0l5obSx",in,4,0,1,0,Wed Oct 18 18:39:12 +0000 2017,1.94395e+18,9.20721e+17,txtnurcahyo,Wahyu Nurcahyo 🇮🇩 🇩🇪,"Software Developer, tweet teknologi, fotografi, art, pendidikan, kehidupan di Jerman.
#jogja #surabaya #bali #jakarta #jerman",2025:09:05 17:39:57,bikin animasi install software ai kayak chatgptdeepseek htmljavascript editor kayak acode promptnya can generate one page javascript for simple animation like earth rotation copy codenya acode janani hasil
https://x.com/txtnurcahyo/status/1944231048084435197,"Sketsa menjadi aplikasi animasi pun bisa ternyata dengan AI. Image to Javascript.

Untuk pembelajaran animasi lebih memudahkan. Kita bisa sketsa misalnya hubungan lingkaran dan gelombang sinus. Upload di chatGpt lalu kasih perintah bikin single page javascript.

Hasilnya top bgt! https://t.co/EZueV9ziYo",in,0,0,1,0,Wed Oct 18 18:39:12 +0000 2017,1.94423e+18,9.20721e+17,txtnurcahyo,Wahyu Nurcahyo 🇮🇩 🇩🇪,"Software Developer, tweet teknologi, fotografi, art, pendidikan, kehidupan di Jerman.
#jogja #surabaya #bali #jakarta #jerman",2025:09:05 17:39:57,sketsa aplikasi animasi ai citra javascript ajar animasi mudah sketsa hubung lingkar gelombang sinus unggah chatgpt kasih perintah bikin single page javascript hasil top banget
https://x.com/tarromilk31/status/1962329306090406359,"Teman temaaan aku Open Joki yaaaa

💻 Pemrograman &amp; Web Development
• HTML, CSS, JavaScript
• PHP Native &amp; Laravel
• Bootstrap, Tailwind, Chart.js, CI 3

🐍 Python
• Machine Learning
📱 Mobile Development
• Java Android Studio
☕ Java &amp; NetBeans
📝 SKRIPSI / LAPORAN / JURNAL",in,0,0,0,0,Wed Jun 21 21:34:29 +0000 2023,1.96233e+18,1.67163e+18,tarromilk31,TarroAddict,,2025:09:05 17:39:57,teman temaaan open joki ya program amp web development html css javascript php native amp laravel bootstrap tailwind chartjs ci python machine learning mobile development java android studio java amp netbeans skripsi lapor jurnal
https://x.com/adyoi/status/1962978548337254686,"javascript yang disisipkan pada form field atau http-method yang akan disimpan kedalam database di webserver, jika website rentan maka javascript akan berjalan ketika halaman di load.",in,0,0,0,0,Sat Nov 30 11:42:29 +0000 2013,1.96298e+18,2222962850.0,adyoi,adyoi,Jadilah seperti Gunung yang menyeimbangkan Daratan dan Lautan.,2025:09:05 17:39:57,javascript sisip borang field simpan database webserver website rentan javascript jalan halaman load
https://x.com/Rianmemeks/status/1963139391360209178,"Gm orang-orang cantik 
Memilih AI yang tepat tidaklah mudah — semuanya tampak sama di permukaan.
Namun kini ada Recall Rank 
Peringkat ini menilai agen AI berdasarkan keterampilan nyata seperti JavaScript, perdagangan kripto, menulis, dan banyak lagi.

@recallnet",in,1,0,0,0,Wed Nov 22 11:19:16 +0000 2023,1.20163e+18,1.72729e+18,Rianmemeks,Rian memeks,maaff,2025:09:05 17:39:57,gm orangorang cantik pilih ai mudah muka recall rank peringkat nilai agen ai dasar terampil nyata javascript dagang kripto tulis
https://x.com/adyoi/status/1962979595613069603,"javascript yang disisipkan pada form field atau url browser yang memanipulasi html dom, jika website rentan maka javascript akan berjalan ketika halaman di process atau diload.",in,0,0,0,0,Sat Nov 30 11:42:29 +0000 2013,1.96298e+18,2222962850.0,adyoi,adyoi,Jadilah seperti Gunung yang menyeimbangkan Daratan dan Lautan.,2025:09:05 17:39:57,javascript sisip borang field uniform resource locator browser manipulasi html dom website rentan javascript jalan halaman process diload
https://x.com/ATMOSPEARL/status/1963527058719695010,AJG G G G gue kira jamovi udh paling advanced TRS SKRG GUE BELAJAR IFLS tapi pake r studio SIALL gak sekalian aje itu kasih software yg javascript jg I RAGED SMPH gue psy bukan compsci pls,in,0,0,1,0,Sat Jun 15 16:54:36 +0000 2019,1.96353e+18,1.13994e+18,ATMOSPEARL,% DIR4 ! ☆,it’s either pure perfection or pure chaos with them ✧･ﾟ:🪩🎧📀🎵 *✧･ﾟ,2025:09:05 17:39:57,anjing gue jamovi advanced gue ajar ifls pakai r studio sial kasih software javascript i raged smph gue psy compsci tolong
https://x.com/ezash/status/1963452489585369525,"Dear temen2 tech indo, company mana ya yg masih pada pake Javascript? Terlebih backendnya pake Node.JS?

Mau nanya dong, appreciate kalo ada yg jawab buat riset pribadi gue hehe ☺️",in,143,14,23,2,Fri Jan 15 08:53:08 +0000 2010,1.96345e+18,105080250.0,ezash,Eza Hazami - ハザミ。エザ,"🎮 HR by day, gamer by night
👾 Lagi main MH Wilds/Marvel Rivals/Sonic Racing/Persona
🕹️ Ambassador of @sega.seasia
📩 ezahazami@gmail.com",2025:09:05 17:39:57,dear teman tech indonesia company ya pakai javascript backendnya pakai nodejs appreciate riset pribadi gue hehe
https://x.com/jokiitwell/status/1963466082687356944,"🚀 Yuk yang butuh bantuan IT, coding atau lainnya bisa bgt lgsg wa🫶

✅ Figma | Front-End | Back-End | Laravel | Streamlit
✅ Python | Java | SQL | Database | Machine Learning
✅ Dashboard, Excel, PPT, dan lainnya

📌 Pengerjaan satset
💌 Bisa wa di bio yaa
#zonauang #jokitugas",in,0,0,0,0,Mon Mar 04 13:57:42 +0000 2024,1.96347e+18,1.76465e+18,jokiitwell,"OPEN JOKI IT - Website, Coding, Data, Excel, dll","Melayani joki bidang IT coding, layanan dan testimoni kami dapat dilihat pada pinned post yaa. Silahkan WA untuk info lebih lanjut😊🙌 💸 Payment by QRIS 💸",2025:09:05 17:39:57,yuk butuh bantu coding banget langsung wa figma frontend backend laravel streamlit python java sql database machine learning dashboard excel ppt kerja satset wa bio ya
https://x.com/mellavieart/status/1963464754758127694,"halo semuaa aku open jasa joki tugas seputar IT yaa🤩
⟢ UI/UX Figma, Wireframe, Prototype, High Fidelity, Low Fidelity
⟢ Pembuatan Website, Aplikasi
⟢ Coding PHP, HTML, CSS, SQL, Laravel, Kotlin (Android Studio)
⟢ Activity Diagram, Use Case, UML
#zonauang️️ #jokitugas",in,0,0,0,0,Wed Jan 13 04:46:22 +0000 2016,1.96346e+18,4790897423.0,mellavieart,⋆ ˚ Jasa Joki UI/UX | Wireframe Figma Prototype,"open tiap hari ya guyss, sung wa🌷🧚🏻‍♀️ • testi cek 📌pinned or media yaa!",2025:09:05 17:39:57,halo semuaa open jasa joki tugas putar yaa uiux figma wireframe prototype high fidelity low fidelity buat website aplikasi coding php html css sql laravel kotlin android studio activity diagram use case uml
https://x.com/effichrono100/status/1963489782236934534,Testimoni Jasa Joki Seputar IT Aku Up Disini🙌,in,1,1,53,1,Mon Aug 03 14:40:20 +0000 2020,1.78885e+18,1.2903e+18,effichrono100,EffiChrono,"Efisiensi Waktu, Solusi IT Terbaik. 📚💻",2025:09:05 17:39:57,testimoni jasa joki putar up
https://x.com/ikhwanuddin/status/1856236112550711739,"Kalo baca ""serius"" mesti ngeprint dulu ini apakah problem generasi... 🥴🥲 https://t.co/ZpfCLBIIT6",in,10,1,0,0,Mon Oct 21 01:38:51 +0000 2013,1.856e+18,73845163.0,ikhwanuddin,ikhwānuddīn,,2025:09:05 17:39:57,baca serius mesti cetak problem generasi
https://x.com/didepancangkir/status/1923605035713446080,"Plan Landing hari ini tapi bakal di blast di channel dulu. Speknya cuma sederhana aja tapi kalo mau dijadiin teman begadang atau workhorse menjemput rezeki kayaknya mah ayook aja. Barunya 37-38jutaan itu juga yg ram 16gb, kalo ini yah alakardar nya aja😌.

ThinkPad P15 Gen 1 https://t.co/ftMCTNxGof",in,22,0,11,2,Tue Sep 20 17:51:11 +0000 2011,1.92251e+18,376902166.0,didepancangkir,sedang ,Mikul Dhuwur Mendem Jeru  | Stay Hungry Stay Foolish | @MasMasBiassaa | Holy Book and Price unit DComp handle by @rhealitic  by wa | CTO (Custom To Order) |,2025:09:05 17:39:57,plan landing blast channel speknya sederhana jadi teman begadang workhorse jemput rezeki kayak ayook baru juta ram gb ya alakardar nya thinkpad p gen
https://x.com/depocrypto_/status/1934447120402268187,"Dunia game crypto terus berubah. Setiap minggu ada saja kabar baru—mulai dari peluncuran game besar, eksperimen unik, naik-turunnya harga token, hingga proyek yang tiba-tiba tutup. Sulit untuk terus mengikuti.

https://t.co/LujAGWSc1P

@AidilAKBAR",in,0,0,0,0,Sat Nov 11 01:26:11 +0000 2023,49536214.0,1.72315e+18,depocrypto_,Depo Crypto,,2025:09:05 17:39:57,dunia game crypto ubah minggu kabar baru mulai luncur game eksperimen unik naikturunnya harga token proyek tutup sulit ikut
https://x.com/KatfeePanda/status/1936441088736448679,"ngepost proyek TA yang sudah kubuat selama 3 bulan ke belakang

bikin (konsep) mobile game.

Q: ""ini bisa dimainin kak?""
A: ngga, ini cuma buat proyek TAku, jadi cuman sampe teaser/preview trailer aja :'))
#originalcharacters #artidn #ArtistOnX https://t.co/P2AnoMnnl1",in,10,7,1,0,Mon May 21 10:34:42 +0000 2018,1.93642e+18,9.98512e+17,KatfeePanda,COMMS OPEN!📌| Katfee🐦‍⬛,"⚠️NO REPOST W/O PERMISSION/CREDIT! ||
❌NOT FOR AI-GENERATE USE!
Multifandom
ID/EN  || INTL COMMS ➡️ https://t.co/7jIsKbLUPf
#katfeeOCs",2025:09:05 17:39:57,ngepost proyek ta buat bikin konsep mobile game main kak a proyek taku teaserpreview trailer
https://x.com/imhafazzam/status/1950921988236877988,"@Ethereum_OS 1. Apa itu @Ethereum_OS?
Akun ini mempromosikan proyek bernama Ethereum Operating System (EthOS), diklaim sebagai sistem operasi ponsel yang dibangun sepenuhnya untuk ekosistem Ethereum dan Web3 native mobile .",in,0,0,0,0,Sat Mar 12 04:20:19 +0000 2011,1.90019e+18,264590067.0,imhafazzam,Fahmi A Azzam,"Layer-1 & DeFi enthusiast. DYOR bareng. Kadang dapet airdrop, kadang dapet rug.",2025:09:05 17:39:57,akun promosi proyek nama ethereum operating sistem ethos klaim sistem operasi ponsel bangun sepenuh ekosistem ethereum web native mobile
https://x.com/hotgamer132/status/1960241035944300983,@elisa_jkt Manfaat? Pasti ada. Tmn yg emg domisilinya bandung bisa mobile dgn enak. Dan dia emg privilege. Tp ini berapa banyak? Dan at what cost? Kalo ternyata bikin defisit ya ngapain dibuat. Makanya bodoh bgt bikin proyek tapi feasibility study nya minim/ busuk,in,44,0,3,0,Tue Apr 27 11:49:13 +0000 2021,44556194.0,1.38701e+18,hotgamer132,hotgamer132🇵🇸,,2025:09:05 17:39:57,manfaat teman domisili bandung mobile enak privilege at cost bikin defisit ya bodoh banget bikin proyek feasibility study nya minim busuk
https://x.com/petrabarus/status/1928048699407749134,"Udah lama gak ngisi kuliah tamu di Informatika ITB. 

Kemaren ngisi topik Cloud-Native Software Engineering ke mahasiswa tahun 3 &amp; 4. Lumayan kyknya ada 70-80 org yg hadir.

Seneng ngeliat antusiasme temen2 mahasiswa mau belajar yg lg jadi tren di industri skrg. https://t.co/nCujRIEfH3",in,160,7,0,3,Sat Dec 27 01:12:02 +0000 2008,1.92805e+18,18399213.0,petrabarus,Petra Novandi,A tech guy! PADI Master Scuba Diver 🤿 Opinions are my own.,2025:09:05 17:39:57,isi kuliah tamu informatika institut teknologi bandung kemarin isi topik cloudnative software engineering mahasiswa amp lumayan orang hadir senang antusiasme teman mahasiswa ajar tren industri
https://x.com/MunirRinal3423/status/1912850931143889190,"Sambil nunggu shuttle dari Nangor ke Ganesha, ngobrol2 dulu dgn 5  mhs Informatika (IF) 2024 STEI-K ITB: Zaki asal Yogyakarta, Aufar asal Bekasi, Atila dari Jambi, Jason dari Medan, &amp; Emilio dari Pekanbaru. Semuanya bahagia kuliah di IF ITB. Memang kuliah di ITB itu menyenangkan https://t.co/Gs9A9nQLmB",in,393,11,13,27,Tue Jun 04 23:10:55 +0000 2024,1.91285e+18,1.79813e+18,MunirRinal3423,RinAldi,Dosen STEI-K  ITB,2025:09:05 17:39:57,tunggu shuttle nangor ganesha obrol mahasiswa informatika if steik institut teknologi bandung zaki yogyakarta aufar bekas atila jambi jason medan amp emilio pekanbaru bahagia kuliah if institut teknologi bandung kuliah institut teknologi bandung senang
https://x.com/MunirRinal3423/status/1939146147169476707,"Dikiranya kuliah di Informatika itu cuma belajar koding  saja &amp; bisa dipelajari sendiri? Belum tahu rasanya belajar automata, mesin turing, time complexity, compiler design, desain low level OS, paralel computing, dll, pasti pusing sendiri deh. Nggak bisa dipelajari sendiri lagi. https://t.co/0RiV69aPi2",in,297,57,4,12,Tue Jun 04 23:10:55 +0000 2024,1.93915e+18,1.79813e+18,MunirRinal3423,RinAldi,Dosen STEI-K  ITB,2025:09:05 17:39:57,kira kuliah informatika ajar koding amp ajar ajar automata mesin turing time complexity compiler design desain low level os paralel computing pusing deh ajar
https://x.com/ridhofebriansa/status/1710838672701186475,"belajar bahasa pemrograman baru versi pribadi,
- cari tau bahasa ini secara umum dipakai untuk apa (backend/frontend web/mobile/dx tooling) buat set ekspetasi pribadi
- cek dokumentasi, apa2 aja yg perlu dipelajari
- cek orang yg terkenal di bahasa pemrograman tsb
- build sesuatu https://t.co/4npR9KPlE3",in,24,1,4,1,Sat Sep 08 10:41:08 +0000 2012,1.71084e+18,810671371.0,ridhofebriansa,Ridho Febriansa,a software engineer and any form of art enthusiast | tweets are on my own | building @bantufinansial | contact: ridho@fbrns.co,2025:09:05 17:39:57,ajar bahasa program versi pribadi cari tau bahasa pakai backendfrontend webmobiledx tooling set ekspetasi pribadi cek dokumentasi ajar cek orang kenal bahasa program build
https://x.com/UJunami/status/1809495369686085909,"7 aplikasi utk mempermudah jalan hidup:

• duolingo : belajar b. inggris
• ztranslate : penerjemah video
• wink : ubah video jadi HD
• remini : bikin jernih foto
• quillbot : grammar &amp; parafrase
• ipusnas : baca buku gratis
• canva: desain &amp; presentasi

mana apk favoritmu?",in,37849,7801,216,102,Wed Apr 24 09:06:18 +0000 2013,1.8095e+18,1376555310.0,UJunami,usman junami,"Subscribe ChatGPT Pro, Claude, Perplexity, etc in All in One Website Al: Al Belajarlagi, only 99K/month ⬇️ use voucher code: UJUNAMI to get discount 5%",2025:09:05 17:39:57,aplikasi mudah jalan hidup duolingo ajar b inggris ztranslate terjemah video wink ubah video high definition rini bikin jernih foto quillbot grammar amp parafrase ipusnas baca buku gratis canva desain amp presentasi favorit
https://x.com/rizafahmi22/status/1472763191012724740,"Betapa mengerikannya #chromeOS ini buat web developer. Bayangkan kita bisa mencoba dan menjalankan aplikasi web di berbagai pilihan browser. Mulai dari chrome, ff, opera, edge hingga browser mobile seperti chrome mobile, opera mini, UC Browser atau browser android lainnya 🤘 https://t.co/1jD9wVLVus",in,273,30,10,6,Thu Apr 28 03:20:23 +0000 2011,1.47276e+18,289148476.0,rizafahmi22,youtube.com/rizafahmi,"🦊 @hacktiv8id, 🎙️ #ngobrolinweb, 🎥 https://t.co/p3mcwHcbAi, 🕸️ @GoogleDevExpert.",2025:09:05 17:39:57,betapa ngeri web developer bayang coba jalan aplikasi web pilih browser chrome fan fiction opera edge browser mobile chrome mobile opera mini uc browser browser android
